"chr","hg19","hg38"
"17","41248278",43096261
"17","41248279",43096262
"17","41248280",43096263
"17","41248281",43096264
"17","41248282",43096265
"17","41248283",43096266
"17","41248284",43096267
"17","41248285",43096268
"17","41248286",43096269
"17","41248287",43096270
"17","41248288",43096271
"17","41248289",43096272
"17","41248290",43096273
"17","41248291",43096274
"17","41248292",43096275
"17","41248293",43096276
"17","41248294",43096277
"17","41248295",43096278
"17","41248296",43096279
"17","41248297",43096280
"17","41248298",43096281
"17","41248299",43096282
"17","41248300",43096283
"17","41248301",43096284
"17","41248302",43096285
"17","41248303",43096286
"17","41248304",43096287
"17","41248305",43096288
"17","41248306",43096289
"17","41248307",43096290
"17","41248308",43096291
"17","41248309",43096292
"17","41248310",43096293
"17","41248311",43096294
"17","41248312",43096295
"17","41248313",43096296
"17","41248314",43096297
"17","41248315",43096298
"17","41248316",43096299
"17","41248317",43096300
"17","41248318",43096301
"17","41248319",43096302
"17","41248320",43096303
"17","41248321",43096304
"17","41248322",43096305
"17","41248323",43096306
"17","41248324",43096307
"17","41248325",43096308
"17","41248326",43096309
"17","41248327",43096310
"17","41248328",43096311
"17","41248329",43096312
"17","41248330",43096313
"17","41248331",43096314
"17","41248332",43096315
"17","41248333",43096316
"17","41248334",43096317
"17","41248335",43096318
"17","41248336",43096319
"17","41248337",43096320
"17","41248338",43096321
"17","41248339",43096322
"17","41248340",43096323
"17","41248341",43096324
"17","41248342",43096325
"17","41248343",43096326
"17","41248344",43096327
"17","41248345",43096328
"17","41248346",43096329
"17","41248347",43096330
"17","41248348",43096331
"17","41248349",43096332
"17","41248350",43096333
"17","41248351",43096334
"17","41248352",43096335
"17","41248353",43096336
"17","41248354",43096337
"17","41248355",43096338
"17","41248356",43096339
"17","41248357",43096340
"17","41248358",43096341
"17","41248359",43096342
"17","41248360",43096343
"17","41248361",43096344
"17","41248362",43096345
"17","41248363",43096346
"17","41248364",43096347
"17","41248365",43096348
"17","41248366",43096349
"17","41248367",43096350
"17","41248368",43096351
"17","41248369",43096352
"17","41248370",43096353
"17","41248371",43096354
"17","41248372",43096355
"17","41248373",43096356
"17","41248374",43096357
"17","41248375",43096358
"17","41248376",43096359
"17","41248377",43096360
"17","41248378",43096361
"17","41248379",43096362
"17","41248380",43096363
"17","41248381",43096364
"17","41248382",43096365
"17","41248383",43096366
"17","41248384",43096367
"17","41248385",43096368
"17","41248386",43096369
"17","41248387",43096370
"17","41248388",43096371
"17","41248389",43096372
"17","41248390",43096373
"17","41248391",43096374
"17","41248392",43096375
"17","41248393",43096376
"17","41248394",43096377
"17","41248395",43096378
"17","41248396",43096379
"17","41248397",43096380
"17","41248398",43096381
"17","41248399",43096382
"17","41248400",43096383
"17","41248401",43096384
"17","41248402",43096385
"17","41248403",43096386
"17","41248404",43096387
"17","41248405",43096388
"17","41248406",43096389
"17","41248407",43096390
"17","41248408",43096391
"17","41248409",43096392
"17","41248410",43096393
"17","41248411",43096394
"17","41248412",43096395
"17","41248413",43096396
"17","41248414",43096397
"17","41248415",43096398
"17","41248416",43096399
"17","41248417",43096400
"17","41248418",43096401
"17","41248419",43096402
"17","41248420",43096403
"17","41248421",43096404
"17","41248422",43096405
"17","41248423",43096406
"17","41248424",43096407
"17","41248425",43096408
"17","41248426",43096409
"17","41248427",43096410
"17","41248428",43096411
"17","41248429",43096412
"17","41248430",43096413
"17","41248431",43096414
"17","41248432",43096415
"17","41248433",43096416
"17","41248434",43096417
"17","41248435",43096418
"17","41248436",43096419
"17","41248437",43096420
"17","41248438",43096421
"17","41248439",43096422
"17","41248440",43096423
"17","41248441",43096424
"17","41248442",43096425
"17","41248443",43096426
"17","41248444",43096427
"17","41248445",43096428
"17","41248446",43096429
"17","41248447",43096430
"17","41248448",43096431
"17","41248449",43096432
"17","41248450",43096433
"17","41248451",43096434
"17","41248452",43096435
"17","41248453",43096436
"17","41248454",43096437
"17","41248455",43096438
"17","41248456",43096439
"17","41248457",43096440
"17","41248458",43096441
"17","41248459",43096442
"17","41248460",43096443
"17","41248461",43096444
"17","41248462",43096445
"17","41248463",43096446
"17","41248464",43096447
"17","41248465",43096448
"17","41248466",43096449
"17","41248467",43096450
"17","41248468",43096451
"17","41248469",43096452
"17","41248470",43096453
"17","41248471",43096454
"17","41248472",43096455
"17","41248473",43096456
"17","41248474",43096457
"17","41248475",43096458
"17","41248476",43096459
"17","41248477",43096460
"17","41248478",43096461
"17","41248479",43096462
"17","41248480",43096463
"17","41248481",43096464
"17","41248482",43096465
"17","41248483",43096466
"17","41248484",43096467
"17","41248485",43096468
"17","41248486",43096469
"17","41248487",43096470
"17","41248488",43096471
"17","41248489",43096472
"17","41248490",43096473
"17","41248491",43096474
"17","41248492",43096475
"17","41248493",43096476
"17","41248494",43096477
"17","41248495",43096478
"17","41248496",43096479
"17","41248497",43096480
"17","41248498",43096481
"17","41248499",43096482
"17","41248500",43096483
"17","41248501",43096484
"17","41248502",43096485
"17","41248503",43096486
"17","41248504",43096487
"17","41248505",43096488
"17","41248506",43096489
"17","41248507",43096490
"17","41248508",43096491
"17","41248509",43096492
"17","41248510",43096493
"17","41248511",43096494
"17","41248512",43096495
"17","41248513",43096496
"17","41248514",43096497
"17","41248515",43096498
"17","41248516",43096499
"17","41248517",43096500
"17","41248518",43096501
"17","41248519",43096502
"17","41248520",43096503
"17","41248521",43096504
"17","41248522",43096505
"17","41248523",43096506
"17","41248524",43096507
"17","41248525",43096508
"17","41248526",43096509
"17","41248527",43096510
"17","41248528",43096511
"17","41248529",43096512
"17","41248530",43096513
"17","41248531",43096514
"17","41248532",43096515
"17","41248533",43096516
"17","41248534",43096517
"17","41248535",43096518
"17","41248536",43096519
"17","41248537",43096520
"17","41248538",43096521
"17","41248539",43096522
"17","41248540",43096523
"17","41248541",43096524
"17","41248542",43096525
"17","41248543",43096526
"17","41248544",43096527
"17","41248545",43096528
"17","41248546",43096529
"17","41248547",43096530
"17","41248548",43096531
"17","41248549",43096532
"17","41248550",43096533
"17","41248551",43096534
"17","41248552",43096535
"17","41248553",43096536
"17","41248554",43096537
"17","41248555",43096538
"17","41248556",43096539
"17","41248557",43096540
"17","41248558",43096541
"17","41248559",43096542
"17","41248560",43096543
"17","41248561",43096544
"17","41248562",43096545
"17","41248563",43096546
"17","41248564",43096547
"17","41248565",43096548
"17","41248566",43096549
"17","41248567",43096550
"17","41248568",43096551
"17","41248569",43096552
"17","41248570",43096553
"17","41248571",43096554
"17","41248572",43096555
"17","41248573",43096556
"17","41248574",43096557
"17","41248575",43096558
"17","41248576",43096559
"17","41248577",43096560
"17","41248578",43096561
"17","41248579",43096562
"17","41248580",43096563
"17","41248581",43096564
"17","41248582",43096565
"17","41248583",43096566
"17","41248584",43096567
"17","41248585",43096568
"17","41248586",43096569
"17","41248587",43096570
"17","41248588",43096571
"17","41248589",43096572
"17","41248590",43096573
"17","41248591",43096574
"17","41248592",43096575
"17","41248593",43096576
"17","41248594",43096577
"17","41248595",43096578
"17","41248596",43096579
"17","41248597",43096580
"17","41248598",43096581
"17","41248599",43096582
"17","41248600",43096583
"17","41248601",43096584
"17","41248602",43096585
"17","41248603",43096586
"17","41248604",43096587
"17","41248605",43096588
"17","41248606",43096589
"17","41248607",43096590
"17","41248608",43096591
"17","41248609",43096592
"17","41248610",43096593
"17","41248611",43096594
"17","41248612",43096595
"17","41248613",43096596
"17","41248614",43096597
"17","41248615",43096598
"17","41248616",43096599
"17","41248617",43096600
"17","41248618",43096601
"17","41248619",43096602
"17","41248620",43096603
"17","41248621",43096604
"17","41248622",43096605
"17","41248623",43096606
"17","41248624",43096607
"17","41248625",43096608
"17","41248626",43096609
"17","41248627",43096610
"17","41248628",43096611
"17","41248629",43096612
"17","41248630",43096613
"17","41248631",43096614
"17","41248632",43096615
"17","41248633",43096616
"17","41248634",43096617
"17","41248635",43096618
"17","41248636",43096619
"17","41248637",43096620
"17","41248638",43096621
"17","41248639",43096622
"17","41248640",43096623
"17","41248641",43096624
"17","41248642",43096625
"17","41248643",43096626
"17","41248644",43096627
"17","41248645",43096628
"17","41248646",43096629
"17","41248647",43096630
"17","41248648",43096631
"17","41248649",43096632
"17","41248650",43096633
"17","41248651",43096634
"17","41248652",43096635
"17","41248653",43096636
"17","41248654",43096637
"17","41248655",43096638
"17","41248656",43096639
"17","41248657",43096640
"17","41248658",43096641
"17","41248659",43096642
"17","41248660",43096643
"17","41248661",43096644
"17","41248662",43096645
"17","41248663",43096646
"17","41248664",43096647
"17","41248665",43096648
"17","41248666",43096649
"17","41248667",43096650
"17","41248668",43096651
"17","41248669",43096652
"17","41248670",43096653
"17","41248671",43096654
"17","41248672",43096655
"17","41248673",43096656
"17","41248674",43096657
"17","41248675",43096658
"17","41248676",43096659
"17","41248677",43096660
"17","41248678",43096661
"17","41248679",43096662
"17","41248680",43096663
"17","41248681",43096664
"17","41248682",43096665
"17","41248683",43096666
"17","41248684",43096667
"17","41248685",43096668
"17","41248686",43096669
"17","41248687",43096670
"17","41248688",43096671
"17","41248689",43096672
"17","41248690",43096673
"17","41248691",43096674
"17","41248692",43096675
"17","41248693",43096676
"17","41248694",43096677
"17","41248695",43096678
"17","41248696",43096679
"17","41248697",43096680
"17","41248698",43096681
"17","41248699",43096682
"17","41248700",43096683
"17","41248701",43096684
"17","41248702",43096685
"17","41248703",43096686
"17","41248704",43096687
"17","41248705",43096688
"17","41248706",43096689
"17","41248707",43096690
"17","41248708",43096691
"17","41248709",43096692
"17","41248710",43096693
"17","41248711",43096694
"17","41248712",43096695
"17","41248713",43096696
"17","41248714",43096697
"17","41248715",43096698
"17","41248716",43096699
"17","41248717",43096700
"17","41248718",43096701
"17","41248719",43096702
"17","41248720",43096703
"17","41248721",43096704
"17","41248722",43096705
"17","41248723",43096706
"17","41248724",43096707
"17","41248725",43096708
"17","41248726",43096709
"17","41248727",43096710
"17","41248728",43096711
"17","41248729",43096712
"17","41248730",43096713
"17","41248731",43096714
"17","41248732",43096715
"17","41248733",43096716
"17","41248734",43096717
"17","41248735",43096718
"17","41248736",43096719
"17","41248737",43096720
"17","41248738",43096721
"17","41248739",43096722
"17","41248740",43096723
"17","41248741",43096724
"17","41248742",43096725
"17","41248743",43096726
"17","41248744",43096727
"17","41248745",43096728
"17","41248746",43096729
"17","41248747",43096730
"17","41248748",43096731
"17","41248749",43096732
"17","41248750",43096733
"17","41248751",43096734
"17","41248752",43096735
"17","41248753",43096736
"17","41248754",43096737
"17","41248755",43096738
"17","41248756",43096739
"17","41248757",43096740
"17","41248758",43096741
"17","41248759",43096742
"17","41248760",43096743
"17","41248761",43096744
"17","41248762",43096745
"17","41248763",43096746
"17","41248764",43096747
"17","41248765",43096748
"17","41248766",43096749
"17","41248767",43096750
"17","41248768",43096751
"17","41248769",43096752
"17","41248770",43096753
"17","41248771",43096754
"17","41248772",43096755
"17","41248773",43096756
"17","41248774",43096757
"17","41248775",43096758
"17","41248776",43096759
"17","41248777",43096760
"17","41248778",43096761
"17","41248779",43096762
"17","41248780",43096763
"17","41248781",43096764
"17","41248782",43096765
"17","41248783",43096766
"17","41248784",43096767
"17","41248785",43096768
"17","41248786",43096769
"17","41248787",43096770
"17","41248788",43096771
"17","41248789",43096772
"17","41248790",43096773
"17","41248791",43096774
"17","41248792",43096775
"17","41248793",43096776
"17","41248794",43096777
"17","41248795",43096778
"17","41248796",43096779
"17","41248797",43096780
"17","41248798",43096781
"17","41248799",43096782
"17","41248800",43096783
"17","41248801",43096784
"17","41248802",43096785
"17","41248803",43096786
"17","41248804",43096787
"17","41248805",43096788
"17","41248806",43096789
"17","41248807",43096790
"17","41248808",43096791
"17","41248809",43096792
"17","41248810",43096793
"17","41248811",43096794
"17","41248812",43096795
"17","41248813",43096796
"17","41248814",43096797
"17","41248815",43096798
"17","41248816",43096799
"17","41248817",43096800
"17","41248818",43096801
"17","41248819",43096802
"17","41248820",43096803
"17","41248821",43096804
"17","41248822",43096805
"17","41248823",43096806
"17","41248824",43096807
"17","41248825",43096808
"17","41248826",43096809
"17","41248827",43096810
"17","41248828",43096811
"17","41248829",43096812
"17","41248830",43096813
"17","41248831",43096814
"17","41248832",43096815
"17","41248833",43096816
"17","41248834",43096817
"17","41248835",43096818
"17","41248836",43096819
"17","41248837",43096820
"17","41248838",43096821
"17","41248839",43096822
"17","41248840",43096823
"17","41248841",43096824
"17","41248842",43096825
"17","41248843",43096826
"17","41248844",43096827
"17","41248845",43096828
"17","41248846",43096829
"17","41248847",43096830
"17","41248848",43096831
"17","41248849",43096832
"17","41248850",43096833
"17","41248851",43096834
"17","41248852",43096835
"17","41248853",43096836
"17","41248854",43096837
"17","41248855",43096838
"17","41248856",43096839
"17","41248857",43096840
"17","41248858",43096841
"17","41248859",43096842
"17","41248860",43096843
"17","41248861",43096844
"17","41248862",43096845
"17","41248863",43096846
"17","41248864",43096847
"17","41248865",43096848
"17","41248866",43096849
"17","41248867",43096850
"17","41248868",43096851
"17","41248869",43096852
"17","41248870",43096853
"17","41248871",43096854
"17","41248872",43096855
"17","41248873",43096856
"17","41248874",43096857
"17","41248875",43096858
"17","41248876",43096859
"17","41248877",43096860
"17","41248878",43096861
"17","41248879",43096862
"17","41248880",43096863
"17","41248881",43096864
"17","41248882",43096865
"17","41248883",43096866
"17","41248884",43096867
"17","41248885",43096868
"17","41248886",43096869
"17","41248887",43096870
"17","41248888",43096871
"17","41248889",43096872
"17","41248890",43096873
"17","41248891",43096874
"17","41248892",43096875
"17","41248893",43096876
"17","41248894",43096877
"17","41248895",43096878
"17","41248896",43096879
"17","41248897",43096880
"17","41248898",43096881
"17","41248899",43096882
"17","41248900",43096883
"17","41248901",43096884
"17","41248902",43096885
"17","41248903",43096886
"17","41248904",43096887
"17","41248905",43096888
"17","41248906",43096889
"17","41248907",43096890
"17","41248908",43096891
"17","41248909",43096892
"17","41248910",43096893
"17","41248911",43096894
"17","41248912",43096895
"17","41248913",43096896
"17","41248914",43096897
"17","41248915",43096898
"17","41248916",43096899
"17","41248917",43096900
"17","41248918",43096901
"17","41248919",43096902
"17","41248920",43096903
"17","41248921",43096904
"17","41248922",43096905
"17","41248923",43096906
"17","41248924",43096907
"17","41248925",43096908
"17","41248926",43096909
"17","41248927",43096910
"17","41248928",43096911
"17","41248929",43096912
"17","41248930",43096913
"17","41248931",43096914
"17","41248932",43096915
"17","41248933",43096916
"17","41248934",43096917
"17","41248935",43096918
"17","41248936",43096919
"17","41248937",43096920
"17","41248938",43096921
"17","41248939",43096922
"17","41248940",43096923
"17","41248941",43096924
"17","41248942",43096925
"17","41248943",43096926
"17","41248944",43096927
"17","41248945",43096928
"17","41248946",43096929
"17","41248947",43096930
"17","41248948",43096931
"17","41248949",43096932
"17","41248950",43096933
"17","41248951",43096934
"17","41248952",43096935
"17","41248953",43096936
"17","41248954",43096937
"17","41248955",43096938
"17","41248956",43096939
"17","41248957",43096940
"17","41248958",43096941
"17","41248959",43096942
"17","41248960",43096943
"17","41248961",43096944
"17","41248962",43096945
"17","41248963",43096946
"17","41248964",43096947
"17","41248965",43096948
"17","41248966",43096949
"17","41248967",43096950
"17","41248968",43096951
"17","41248969",43096952
"17","41248970",43096953
"17","41248971",43096954
"17","41248972",43096955
"17","41248973",43096956
"17","41248974",43096957
"17","41248975",43096958
"17","41248976",43096959
"17","41248977",43096960
"17","41248978",43096961
"17","41248979",43096962
"17","41248980",43096963
"17","41248981",43096964
"17","41248982",43096965
"17","41248983",43096966
"17","41248984",43096967
"17","41248985",43096968
"17","41248986",43096969
"17","41248987",43096970
"17","41248988",43096971
"17","41248989",43096972
"17","41248990",43096973
"17","41248991",43096974
"17","41248992",43096975
"17","41248993",43096976
"17","41248994",43096977
"17","41248995",43096978
"17","41248996",43096979
"17","41248997",43096980
"17","41248998",43096981
"17","41248999",43096982
"17","41249000",43096983
"17","41249001",43096984
"17","41249002",43096985
"17","41249003",43096986
"17","41249004",43096987
"17","41249005",43096988
"17","41249006",43096989
"17","41249007",43096990
"17","41249008",43096991
"17","41249009",43096992
"17","41249010",43096993
"17","41249011",43096994
"17","41249012",43096995
"17","41249013",43096996
"17","41249014",43096997
"17","41249015",43096998
"17","41249016",43096999
"17","41249017",43097000
"17","41249018",43097001
"17","41249019",43097002
"17","41249020",43097003
"17","41249021",43097004
"17","41249022",43097005
"17","41249023",43097006
"17","41249024",43097007
"17","41249025",43097008
"17","41249026",43097009
"17","41249027",43097010
"17","41249028",43097011
"17","41249029",43097012
"17","41249030",43097013
"17","41249031",43097014
"17","41249032",43097015
"17","41249033",43097016
"17","41249034",43097017
"17","41249035",43097018
"17","41249036",43097019
"17","41249037",43097020
"17","41249038",43097021
"17","41249039",43097022
"17","41249040",43097023
"17","41249041",43097024
"17","41249042",43097025
"17","41249043",43097026
"17","41249044",43097027
"17","41249045",43097028
"17","41249046",43097029
"17","41249047",43097030
"17","41249048",43097031
"17","41249049",43097032
"17","41249050",43097033
"17","41249051",43097034
"17","41249052",43097035
"17","41249053",43097036
"17","41249054",43097037
"17","41249055",43097038
"17","41249056",43097039
"17","41249057",43097040
"17","41249058",43097041
"17","41249059",43097042
"17","41249060",43097043
"17","41249061",43097044
"17","41249062",43097045
"17","41249063",43097046
"17","41249064",43097047
"17","41249065",43097048
"17","41249066",43097049
"17","41249067",43097050
"17","41249068",43097051
"17","41249069",43097052
"17","41249070",43097053
"17","41249071",43097054
"17","41249072",43097055
"17","41249073",43097056
"17","41249074",43097057
"17","41249075",43097058
"17","41249076",43097059
"17","41249077",43097060
"17","41249078",43097061
"17","41249079",43097062
"17","41249080",43097063
"17","41249081",43097064
"17","41249082",43097065
"17","41249083",43097066
"17","41249084",43097067
"17","41249085",43097068
"17","41249086",43097069
"17","41249087",43097070
"17","41249088",43097071
"17","41249089",43097072
"17","41249090",43097073
"17","41249091",43097074
"17","41249092",43097075
"17","41249093",43097076
"17","41249094",43097077
"17","41249095",43097078
"17","41249096",43097079
"17","41249097",43097080
"17","41249098",43097081
"17","41249099",43097082
"17","41249100",43097083
"17","41249101",43097084
"17","41249102",43097085
"17","41249103",43097086
"17","41249104",43097087
"17","41249105",43097088
"17","41249106",43097089
"17","41249107",43097090
"17","41249108",43097091
"17","41249109",43097092
"17","41249110",43097093
"17","41249111",43097094
"17","41249112",43097095
"17","41249113",43097096
"17","41249114",43097097
"17","41249115",43097098
"17","41249116",43097099
"17","41249117",43097100
"17","41249118",43097101
"17","41249119",43097102
"17","41249120",43097103
"17","41249121",43097104
"17","41249122",43097105
"17","41249123",43097106
"17","41249124",43097107
"17","41249125",43097108
"17","41249126",43097109
"17","41249127",43097110
"17","41249128",43097111
"17","41249129",43097112
"17","41249130",43097113
"17","41249131",43097114
"17","41249132",43097115
"17","41249133",43097116
"17","41249134",43097117
"17","41249135",43097118
"17","41249136",43097119
"17","41249137",43097120
"17","41249138",43097121
"17","41249139",43097122
"17","41249140",43097123
"17","41249141",43097124
"17","41249142",43097125
"17","41249143",43097126
"17","41249144",43097127
"17","41249145",43097128
"17","41249146",43097129
"17","41249147",43097130
"17","41249148",43097131
"17","41249149",43097132
"17","41249150",43097133
"17","41249151",43097134
"17","41249152",43097135
"17","41249153",43097136
"17","41249154",43097137
"17","41249155",43097138
"17","41249156",43097139
"17","41249157",43097140
"17","41249158",43097141
"17","41249159",43097142
"17","41249160",43097143
"17","41249161",43097144
"17","41249162",43097145
"17","41249163",43097146
"17","41249164",43097147
"17","41249165",43097148
"17","41249166",43097149
"17","41249167",43097150
"17","41249168",43097151
"17","41249169",43097152
"17","41249170",43097153
"17","41249171",43097154
"17","41249172",43097155
"17","41249173",43097156
"17","41249174",43097157
"17","41249175",43097158
"17","41249176",43097159
"17","41249177",43097160
"17","41249178",43097161
"17","41249179",43097162
"17","41249180",43097163
"17","41249181",43097164
"17","41249182",43097165
"17","41249183",43097166
"17","41249184",43097167
"17","41249185",43097168
"17","41249186",43097169
"17","41249187",43097170
"17","41249188",43097171
"17","41249189",43097172
"17","41249190",43097173
"17","41249191",43097174
"17","41249192",43097175
"17","41249193",43097176
"17","41249194",43097177
"17","41249195",43097178
"17","41249196",43097179
"17","41249197",43097180
"17","41249198",43097181
"17","41249199",43097182
"17","41249200",43097183
"17","41249201",43097184
"17","41249202",43097185
"17","41249203",43097186
"17","41249204",43097187
"17","41249205",43097188
"17","41249206",43097189
"17","41249207",43097190
"17","41249208",43097191
"17","41249209",43097192
"17","41249210",43097193
"17","41249211",43097194
"17","41249212",43097195
"17","41249213",43097196
"17","41249214",43097197
"17","41249215",43097198
"17","41249216",43097199
"17","41249217",43097200
"17","41249218",43097201
"17","41249219",43097202
"17","41249220",43097203
"17","41249221",43097204
"17","41249222",43097205
"17","41249223",43097206
"17","41249224",43097207
"17","41249225",43097208
"17","41249226",43097209
"17","41249227",43097210
"17","41249228",43097211
"17","41249229",43097212
"17","41249230",43097213
"17","41249231",43097214
"17","41249232",43097215
"17","41249233",43097216
"17","41249234",43097217
"17","41249235",43097218
"17","41249236",43097219
"17","41249237",43097220
"17","41249238",43097221
"17","41249239",43097222
"17","41249240",43097223
"17","41249241",43097224
"17","41249242",43097225
"17","41249243",43097226
"17","41249244",43097227
"17","41249245",43097228
"17","41249246",43097229
"17","41249247",43097230
"17","41249248",43097231
"17","41249249",43097232
"17","41249250",43097233
"17","41249251",43097234
"17","41249252",43097235
"17","41249253",43097236
"17","41249254",43097237
"17","41249255",43097238
"17","41249256",43097239
"17","41249257",43097240
"17","41249258",43097241
"17","41249259",43097242
"17","41249260",43097243
"17","41249261",43097244
"17","41249262",43097245
"17","41249263",43097246
"17","41249264",43097247
"17","41249265",43097248
"17","41249266",43097249
"17","41249267",43097250
"17","41249268",43097251
"17","41249269",43097252
"17","41249270",43097253
"17","41249271",43097254
"17","41249272",43097255
"17","41249273",43097256
"17","41249274",43097257
"17","41249275",43097258
"17","41249276",43097259
"17","41249277",43097260
"17","41249278",43097261
"17","41249279",43097262
"17","41249280",43097263
"17","41249281",43097264
"17","41249282",43097265
"17","41249283",43097266
"17","41249284",43097267
"17","41249285",43097268
"17","41249286",43097269
"17","41249287",43097270
"17","41249288",43097271
"17","41249289",43097272
"17","41249290",43097273
"17","41249291",43097274
"17","41249292",43097275
"17","41249293",43097276
"17","41249294",43097277
"17","41249295",43097278
"17","41249296",43097279
"17","41249297",43097280
"17","41249298",43097281
"17","41249299",43097282
"17","41249300",43097283
"17","41249301",43097284
"17","41249302",43097285
"17","41249303",43097286
"17","41249304",43097287
"17","41249305",43097288
"17","41249306",43097289
"17","41249307",43097290
"17","41249308",43097291
"17","41249309",43097292
"17","41249310",43097293
"17","41249311",43097294
"17","41249312",43097295
"17","41249313",43097296
"17","41249314",43097297
"17","41249315",43097298
"17","41249316",43097299
"17","41249317",43097300
"17","41249318",43097301
"17","41249319",43097302
"17","41249320",43097303
"17","41249321",43097304
"17","41249322",43097305
"17","41249323",43097306
"17","41249324",43097307
"17","41249325",43097308
"17","41249326",43097309
"17","41249327",43097310
"17","41249328",43097311
"17","41249329",43097312
"17","41249330",43097313
"17","41249331",43097314
"17","41249332",43097315
"17","41249333",43097316
"17","41249334",43097317
"17","41249335",43097318
"17","41249336",43097319
"17","41249337",43097320
"17","41249338",43097321
"17","41249339",43097322
"17","41249340",43097323
"17","41249341",43097324
"17","41249342",43097325
"17","41249343",43097326
"17","41249344",43097327
"17","41249345",43097328
"17","41249346",43097329
"17","41249347",43097330
"17","41249348",43097331
"17","41249349",43097332
"17","41249350",43097333
"17","41249351",43097334
"17","41249352",43097335
"17","41249353",43097336
"17","41249354",43097337
"17","41249355",43097338
"17","41249356",43097339
"17","41249357",43097340
"17","41249358",43097341
"17","41249359",43097342
"17","41249360",43097343
"17","41249361",43097344
"17","41249362",43097345
"17","41249363",43097346
"17","41249364",43097347
"17","41249365",43097348
"17","41249366",43097349
"17","41249367",43097350
"17","41249368",43097351
"17","41249369",43097352
"17","41249370",43097353
"17","41249371",43097354
"17","41249372",43097355
"17","41249373",43097356
"17","41249374",43097357
"17","41249375",43097358
"17","41249376",43097359
"17","41249377",43097360
"17","41249378",43097361
"17","41249379",43097362
"17","41249380",43097363
"17","41249381",43097364
"17","41249382",43097365
"17","41249383",43097366
"17","41249384",43097367
"17","41249385",43097368
"17","41249386",43097369
"17","41249387",43097370
"17","41249388",43097371
"17","41249389",43097372
"17","41249390",43097373
"17","41249391",43097374
"17","41249392",43097375
"17","41249393",43097376
"17","41249394",43097377
"17","41249395",43097378
"17","41249396",43097379
"17","41249397",43097380
"17","41249398",43097381
"17","41249399",43097382
"17","41249400",43097383
"17","41249401",43097384
"17","41249402",43097385
"17","41249403",43097386
"17","41249404",43097387
"17","41249405",43097388
"17","41249406",43097389
"17","41249407",43097390
"17","41249408",43097391
"17","41249409",43097392
"17","41249410",43097393
"17","41249411",43097394
"17","41249412",43097395
"17","41249413",43097396
"17","41249414",43097397
"17","41249415",43097398
"17","41249416",43097399
"17","41249417",43097400
"17","41249418",43097401
"17","41249419",43097402
"17","41249420",43097403
"17","41249421",43097404
"17","41249422",43097405
"17","41249423",43097406
"17","41249424",43097407
"17","41249425",43097408
"17","41249426",43097409
"17","41249427",43097410
"17","41249428",43097411
"17","41249429",43097412
"17","41249430",43097413
"17","41249431",43097414
"17","41249432",43097415
"17","41249433",43097416
"17","41249434",43097417
"17","41249435",43097418
"17","41249436",43097419
"17","41249437",43097420
"17","41249438",43097421
"17","41249439",43097422
"17","41249440",43097423
"17","41249441",43097424
"17","41249442",43097425
"17","41249443",43097426
"17","41249444",43097427
"17","41249445",43097428
"17","41249446",43097429
"17","41249447",43097430
"17","41249448",43097431
"17","41249449",43097432
"17","41249450",43097433
"17","41249451",43097434
"17","41249452",43097435
"17","41249453",43097436
"17","41249454",43097437
"17","41249455",43097438
"17","41249456",43097439
"17","41249457",43097440
"17","41249458",43097441
"17","41249459",43097442
"17","41249460",43097443
"17","41249461",43097444
"17","41249462",43097445
"17","41249463",43097446
"17","41249464",43097447
"17","41249465",43097448
"17","41249466",43097449
"17","41249467",43097450
"17","41249468",43097451
"17","41249469",43097452
"17","41249470",43097453
"17","41249471",43097454
"17","41249472",43097455
"17","41249473",43097456
"17","41249474",43097457
"17","41249475",43097458
"17","41249476",43097459
"17","41249477",43097460
"17","41249478",43097461
"17","41249479",43097462
"17","41249480",43097463
"17","41249481",43097464
"17","41249482",43097465
"17","41249483",43097466
"17","41249484",43097467
"17","41249485",43097468
"17","41249486",43097469
"17","41249487",43097470
"17","41249488",43097471
"17","41249489",43097472
"17","41249490",43097473
"17","41249491",43097474
"17","41249492",43097475
"17","41249493",43097476
"17","41249494",43097477
"17","41249495",43097478
"17","41249496",43097479
"17","41249497",43097480
"17","41249498",43097481
"17","41249499",43097482
"17","41249500",43097483
"17","41249501",43097484
"17","41249502",43097485
"17","41249503",43097486
"17","41249504",43097487
"17","41249505",43097488
"17","41249506",43097489
"17","41249507",43097490
"17","41249508",43097491
"17","41249509",43097492
"17","41249510",43097493
"17","41249511",43097494
"17","41249512",43097495
"17","41249513",43097496
"17","41249514",43097497
"17","41249515",43097498
"17","41249516",43097499
"17","41249517",43097500
"17","41249518",43097501
"17","41249519",43097502
"17","41249520",43097503
"17","41249521",43097504
"17","41249522",43097505
"17","41249523",43097506
"17","41249524",43097507
"17","41249525",43097508
"17","41249526",43097509
"17","41249527",43097510
"17","41249528",43097511
"17","41249529",43097512
"17","41249530",43097513
"17","41249531",43097514
"17","41249532",43097515
"17","41249533",43097516
"17","41249534",43097517
"17","41249535",43097518
"17","41249536",43097519
"17","41249537",43097520
"17","41249538",43097521
"17","41249539",43097522
"17","41249540",43097523
"17","41249541",43097524
"17","41249542",43097525
"17","41249543",43097526
"17","41249544",43097527
"17","41249545",43097528
"17","41249546",43097529
"17","41249547",43097530
"17","41249548",43097531
